Item,PRO1Gender,PRO2City,PRO3Age,PRO4Marital,PRO5Retirement,PRO6Religion,PRO7Education,PRO8AnnualIncome,PRO9Career,PRO10CommunityCare,PRO11Long-termCare,PRO12LivingWithChildren,PRO131RetirementIncome,PRO132RetirementIncome,PRO133RetirementIncome,PRO134RetirementIncome,SA11,SA12,SA13,SA14,SA15,SA16,SA21,SA22,SA23,SA24,SA25,SA31,SA32,SA33,SA34,SA35,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,SAT8,SAT9,SAT10,SAT11,SAT12,PP1,PP2,PP3,PP4,PP5,PP6,PP7,PP8,PP9,PP10,PP11,CB1,CB2,CB3,CB4,CB5,CB6,CB7,FI1,FI2,FI3,FI4,FI5,FI6,FI7,FI8
170,2,15,2,1,1,2,1,1,9,0,0,0,1,99,99,99,5,5,2,2,2,2,5,5,4,5,2,5,2,2,2,2,1,1,1,2,1,1,1,1,4,5,5,5,5,4,5,5,2,5,5,5,1,1,1,1,1,4,1,1,1,1,1,2,5,5,5,2,1,0,0,0,0,0,0,0,0,0
171,2,18,5,3,1,2,1,5,2,0,0,1,95,99,99,99,5,4,5,1,2,1,1,1,1,1,1,1,4,1,1,1,2,2,4,2,3,1,2,2,3,2,4,4,4,4,4,4,5,3,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,2,0, ,0,0,0,0,0, , 
172,2,2,3,3,1,4,1,4,8,0,0,1,1,99,99,99,1,5,4,1,2,4,4,5,4,2,5,5,5,1,4,1,5,4,4,5,5,5,5,5,4,4,5,4,2,5,5,4,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,2,4,1,1,0,0,0,0,0,0,0
173,2,8,2,1,1,6,1,2,9,0,0,1,2,3,99,99,5,5,5,2,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,2,4,1,1,1,1,1,2,1,1,1,1,1,4,4,5,2,4,4,0,2,0,0,0,0,0,0, 
174,1,13,1,1,1,2,3,2,6,0,0,1,1,2,3,99,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,4,5,4,5,4,4,4,4,4,4,4,2,4,4,4,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,2,1,6,1,0,0,3,0,3,2
175,2,9,2,1,1,6,2, ,8,0,0,0,1,2,99,99,5,5,5,5,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,4,5,4,2,2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,4,0,0,0,0,0, , , 
176,1,18,1,1,1,4,4,3,3,0,0,0,3,99,99,99,2,4,5,5,5,2,4,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,4,4,2,2,4,4,4,5,5,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,5,5,5,5,0, ,0,0,0,0,0,0,0
177,2,6,1,1,0,6,4,2,4,0,0,1,1,2,3,99,5,4,4,4,4,4,5,5,5,5,2,5,5,5,5,2,1,1,5,5,5,5,1,5,4,4,5,4,1,5,5,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,1,1,0,0,0,0,0, , ,0,0
178,1,13,2,1,1,6,1,5,1,0,0,1,2,99,99,99,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5, , ,5,5,1,5,1,5,5,5,5,5,5,4,4,1,1,4,5,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,2,0, ,0,0,0, , , , 
179,1,4,1,1,1,2,3, ,7,0,0,1,2,99,99,99,4,5,4,5,5,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,2,4,4,4,4,1,1,1,1,1,4,1,1,1,1,1,5,4,5,5,4,5,0, ,0,0,0, , , , 
180,1,2,1,1,0,2,3,2,12,0,0,1,1,2,3,4,5,5,5,2,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,2,2,1,4,4,3,1,1,1,1,1,2,1,1,1,1,1,4,4,5,1,2,2,0,1,1,2,2,1, , , 
181,1,5,1,1,1,4,1,4,1,0,0,1,2,95,99,99,5,5,5,1,5,2,1,4,5,4,5,5,4,2,4,2,5,5,5,5,2,5,5,5,4,4,2,2,5,4,4,4,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,4,4,2,2,4,0,1,1,1,1,0,0,0,0
182,1,6,1,1,1,2,5,5,1,0,0,0,2,3,99,99,1,4,4,1,2,1,4,4,5,5,5,5,4,2,5,2,2,2,2,4,2,4,1,4,4,4,4,2,4,5,4,1,4,4,4,4,1,1,1,1,2,2,2,1,1,1,1,4,5,5,4,4,4,0,9,0,0,0,3,0,0,0
183,1,15,2,1,1,6,4,5,6,0,0,1,2,3,99,99,1,5,5,2,2,4,4,4,4,2,2,5,5,2,4,4,4,5,5,5,5,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,1,2,0,2,0,0,0,1,0,0,2
184,2,4,2,3,1,6,4,5,12,0,0,1,1,3,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,5,5,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,5,5,0, ,0,3,4,0,0,0,0
185,1,2,2,1,1,2,1,2,2,0,0,0,1,4,99,99,3,5,5,1,5,5,5,5,5,5,4,3,5,2,5,1,5,5,5,4,5,5,5,4,4,5,5,2,4,2,2,1,5,4,4,5,2,1,1,2,2,4,2,1,1,2,1,5,5,1,4,4,1,0,0,1,1,4,1,0,0,0
186,2,4,1,1,1,2,4, ,5,0,1,0,3,99,99,99,3,5,5,2,4,5,5,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,4,0,0,0,0,0,0,0,5,0
187,1,6,1,4,1,6,3,1,9,0,0,1,95,99,99,99,1,5,5,5,1,5,5,5,5,5,5,5,5,4,5,4,4,4,2,5,4,4,4,5,2,2,4,2,5,5,2,2,2,2,4,4,2,1,1,1,2,4,2,1,2,1,1,4,5,5,5,2,4,0,0,0,0,0,0,0,0,0
188,2,14,1,1,0,6,4,5,2,0,0,0,1,2,3,4,5,5,4,2,2,4,5,5,2,5,5,5,5,4,5,5,5,4,4,5,5,4,4,5,5,5,5,4,2,5,5,1,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,2,4,2,9,0,0,0,9,9,9, 
189,2,15,2,1,0,4,2, ,6,0,0,0,1,2,99,99,5,4,4,5,4,4,5,5,4,5,5,5,5,1,5,5,4,5,4,5,5,4,5,5,2,4,4,2,2,5,1,2,4,2,5,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,2, ,1,0,1, ,4,1,0,0,0
190,1,6,1,1,1,2,4,1,9,0,0,0,1,4,99,99,1,4,4,3,4,4,5,5,5,5,4,4,1,2,4,4,5,2,4,2,1,5,5,2,3,4,4,2,2,4,2,2,5,2,4,2,1,1,1,1,1,4,1,1,1,1,1,4,2,4,5,2,2,0,2,0,0,0,7, ,3, 
191,1,12,1,1,1,6,3, ,8,0,0,1,2,3,99,99,5,2,2,1,5,2,5,5,4,4,1,5,5,4,5,5,1,1,5,1,1,5,1,1,1,2,2,1,2,5,5,1,5,2,2,5,1,1,1,1,1,2,1,1,1,1,1,5,4,5,1,5,5,0,0,0,0,0,0,0, ,0
192,1,10,4,3,1,6,1,5,3,0,0,0,1,99,99,99,5,5,1,5,5,5,5,1,5,5,1,5,2,1,2,1,5,5,5,5,5,4,4,4,5,4,4,4,2,1,1,1,4,5,5,5,5,1,1,1,1,5,1,1,1,1,1,5,5,5,5,1,4,0,9,0,0,0,0,0,0,0
193,1,3,4,3,1, ,4,5,12,0,0,1,3,99,99,99,1,5,5,2,2,1,4,4,4,4,5,5,5,2,5,1,4,4,4,5,5,4,4,5,4,1,1,1,2,4,5,5,5,1,4,4,1,1,1,2,2,2,2,1,1,1,1,4,5,2,2,2,1,0,1,0,0,0,0,0,0,0
194,1,6,1,1,1,2,5,5,12,0,0,0,2,3,99,99,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,5,5,5,1,1,1,1,4,4,2,1,1,1,1,5,5,5,5,2, ,4,2,3, , ,5,0,0,0
195,2,7,3,3,1,2,1,4,1,0,0,1,95,99,99,99,3,5,2,1,1,2,4,4,2,4,2,4,4,1,2,2,2,4,4,4,4,4,2,4,1,2,2,2,4,4,2,4,5,2,2,4,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,2,2,0, ,0,0,0,0,0,0,0
196,1,6,4,3,1, ,2, ,12,0,0,1,3,99,99,99,4,4,4,2,4,2,4,4,2,4,2,4,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,1,0,0,0,0,0,0,0,0,0
197,2,2,2,3,1,2,2, ,4,0,0,1,2,99,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,0,1,0,0,0,3,0,0,4
198,1,15,1,1,1,2,5,3,12,0,0,1,4,99,99,99,5,5,5,2,4,4,4,4,4,4,5,5,5,1,5,1,5,5,5,5,5,1,5,5,4,4,4,5,4,5,5,4,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,2,1,4,0,0,0,5,0,9,0
199,2,5,2,3,1,6,3,5,9,0,0,1,1,99,99,99,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,5,5,5,5,5,4,1,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,0,2,0,0,0,2,1,0,0
200,1,10,1,1,0,6,3,4,7,0,0,0,2,3,99,99,1,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,2,4,5,5,5,4,2,5,4,4,5,2,2,5,5,2,4,2,5,5,1,1,1,1,1,2,4,1,1,1,1,5,5,4,5,4,4,0,1,0,0,0,3,0,5,3
201,1,8,2,1,1,6,3,5,1,0,0,0,1,4,99,99,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,1,1,1,1,1,1,3,1,1,1,1,2,4,4,5,4,4,4,9,0,0,0,7,0,0,0
202,1,5,1,1,1,2,4,2,4,0,0,1,2,99,99,99,3,4,5,4,2,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,2,4,4,4,4,4,4,4,4,1,1,4,4,2,1,2,1,1,1,2,1,1,1,1,1,4,2,5,5,4,5,0,0,1,4,2,0,0,1,0
203,2,5,1,1,1,2,4,4,2,0,0,0,1,2,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,4,2,4,4,2,4,1,4,4,2,2,4,2,2,1,1,1,4,2,1,2,1,1,4,4,5,5,4,4,4,1,0,0,0,2,0,4, 
204,1,3,1,1,0, ,2, ,1,0,0,1,2,99,99,99,5,5,5,1,5,5,5,4,4,4,2,5,4,4,4,4,1,1,4,2,2,1,4,4,5,5,5,5,4,5,5,1,2,5,5,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,2,2,0,0,0,0,0,0,0,0,0
205,1,21,2,1,1,6,1, ,7,0,0,1,2,3,99,99,4,5,5,2,1,4,5,5,2,4,4,5,5,1,2,4,2,2,4,4,4,4,3,4,4,5,4,3,4,5,5,1,4,5,5,5,1,1,1,1,1,2,1,1,1,1,1,5,5,4,1,1,4,0, ,0,0,0,0,0,0,0
206,1,1,1,1,1,6,1,1,5,0,0,1,2,99,99,99,5,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,4,2,2,2,2,4,5,2,2,2,4,1,4,2,2,2,1,1,1,1,1,2,1,1,1,1,1,4,4,2,4,2,2,4,1,0,0,0,0,0,0,0
207,2,8,1,1,0,2,2,2,1,0,0,1,4,99,99,99,5,5,5,2,5,4,5,5,2,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,5,5,4,1,1,1,1,1,2,1,1,2,1,2,5,4,5,5,4,2,0,2,0,0,0,0,0,0,0
208,1,9,1,1,1,6,3,5,8,0,0,1,1,3,4,95,5,5,4,2,2,4,4,4,4,4,4,5,5,2,5,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,5,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,4,4,4,1,0,0,0,3,1,5,1
209,1,6,2,1,1,6,4, ,1,0,0,1,2,3,99,99,5,5,4,1,2,4,5,5,5,5,5,4,4,1,5,2,1,1,1,1,1,1,1,1,2,2,2,4,1,5,5,2,4,2,2,2,1,1,2,2,1,1,1,1,1,1,1,4,2,2,2,1,3,0, ,0,0,0, , , , 
210,2,21,1,1,0,2,2,5,12,0,0,1,1,2,3,99,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,1,4,4,4,4,5,4,5,4,1,4,4,5,5,1,1,1,1,2,1,1,1,1,1,1,5,4,5,5,4,4,3,9,4,4,4,1, ,7,7
211,1,10,3,1,1,2,1,1,6,0,0,1,2,99,99,99,5,4,5,2,5,5,5,4,5,5,1,5,5,4,5,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,3,1,1,1,1,1,4,4,4,5,2,2,4,0,0,0,0,0,0,0,0
212,2,4,1,1,0,2,5,5,2,0,0,0,2,3,4,99,4,5,5,2,5,5,5,5,5,5,5,5,5,5,4,1,4,4,4,5,4,4,4,4,4,4,5,4,2,5,4,2,5,4,4,4,1,1,1,1,5,5,1,1,1,1,1,4,4,5,5,1,4,1,9,0,0,0,4,2,4,0
213,1,7,2,1,0, ,3,5,1,0,0,0,1,2,3,4,2,5,5,2,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,1,1,1,1,2,2,1,1,1,1,1,5,4,5,5,2,4,0,9,0,0,0,3,2,2, 
214,1,6,1,1,1, ,4,4,11,0,0,1,4,99,99,99,4,5,5,2,2,5,5,5,5,5,5,4,4,2,5,2,5,5,5,5,5,5,4,5,2,2,3,1,2,5,1,1,4,2,1,1,1,1,1,2,2,2,4,1,2,2,1,5,4,5,5,5,1,1,2,2,3,1,0,0,0,0
215,2,1,1,3,1,4,1, ,5,0,0,1,95,99,99,99,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,5,4,5,5,1,5,5,1,2,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,5,5,5,5,4,4,1,0,0,0,0,0,0,0
216,1,16,1,2,0, ,3,1,7,0,0,0,1,3,4,99,4,5,5,1,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,2,5,5,4,4,4,4,2,1,4,2,2,2,2,4,4,1,1,1,2,1,2,1,1,2,2,2,4,5,5,1,4,3,4,0,1,1,4,1,0,9,1
217,2,16,3,1,1,2,2, ,5,1,0,1,1,4,99,99,5,4,4,2,5,2,4,4,4,2,2,5,5,4,4,4,4,2,2,2,4,4,4,2,5,5,4,5,5,4,5,2,4,5,5,5,1,1,2,2,2,2,1,1,2,1,1,2,4,2,4,2,3,4, ,0,0,0,1, , , 
218,2,6,1,1,1,2,1,1,9,0,0,0,1,99,99,99,5,5,5,5,2,4,5,5,5,5,5,5,5,4,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,2,4,5,4,4,4,0,1,0,0,0,0,1,0,0
219,2,17,1,1,0,2,3,5,4,0,0,0,4,99,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,4,4,5,5,4,4,5,4,4,4,4,4,4,4,2,2,4,4,4,1,1,1,1,1,2,1,1,2,1,1,5,5,5,4,2,1,0,2,0,0,0,2,5,4,0
220,1,18,1,1,0,2,1,5,7,0,0,1,1,99,99,99,4,4,4,4,2,4,5,5,5,4,4,5,4,4,4,5,5,5,4,5,4,4,2,4,4,4,4,4,2,4,4,4,4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,3,0,0,0,0,0,3,7,8,9
221,2,1,2,1,1,6,2,1,7,0,0,0,1,3,99,99,4,4,5,2,2,2,5,5,4,4,2,4,4,5,2,5,5,4,4,4,4,5,4,5,2,4,4,4,2,5,4,1,4,2,4,2,1,1,1,3,2,2,2,1,2,2,1,4,4,5,4,4,5,1,0,0,0,0,2,0,0,0
222,1,4,1,1,1,2,1,3,5,0,0,1,4,99,99,99,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,5,5,4,4,4,4,2,5,5,2,2,2,4,4,1,1,1,1,1,4,2,1,1,1,1,5,5,5,4,4,4,0,6,0,0,0,0,1,0,0
223,2,10,3,3,1,6,1,3,11,0,0,1,1,2,99,99,5,4,2,4,2,4,2,2,2,2,2,4,4,2,4,4,4,2,1,4,5,2,2,4,4,4,2,2,2,4,4,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,2,2,0,0,0,0,0,0,0,0,0
224,2,10,3,1,1,6,1,1,10,0,0,1,2,99,99,99,3,4,4,5,5,5,5,5,4,2,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,2,4,4,2,2,2,0, ,0,0,0,0, , ,0
225,2,2,1,1,1,6,3,5,4,0,0,1,1,3,99,99,5,5,4,1,1,4,5,5,4,5,5,5,5,4,5,1,1,4,4,2,4,4,4,2,2,4,4,4,4,4,4,2,5,2,4,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,6,0,0,0,0,0,0,0
226,1,3,2,1,1,6,4,3,1,0,0,1,2,3,99,99,2,5,5,2,4,1,5,5,4,5,5,5,5,2,5,1,1,1,4,5,5,4,5,4,1,4,5,2,4,2,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,1,1,0,1,1,2,2,0,0,0,0
227,1,2,4,1,1,2,4,3,1,0,0,0,2,3,99,99,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,4,4,4,4,5,4,4,5,2,5,5,5,5,4,4,5,2,5,5,5,1,1,4,1,1,2,1,1,1,1,1,5,5,4,4,4,4,0, ,0,0,0,0,0,0,0
228,2,2,1,1,0,6,5,5,1,0,0,0,1,2,3,4,5,2,5,2,2,4,5,4,4,4,4,4,4,1,4,2,4,4,4,4,2,4,2,2,4,2,4,1,1,5,2,1,5,1,4,1,1,4,1,1,4,4,4,1,1,2,1,5,5,5,5,2, ,0,9,0,0,0,9, ,9, 
229,1,3,2,1,1,6,1,1,1,0,0,1,1,2,4,99,5,4,5,5,5,5,5,5,5,5,2,5,5,1,5,1,2,5,5,5,5,2,5,5,5,5,4,2,4,4,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,1,1,0,0,0,0,0,1,0,3,1
230,2,6,3,1,1,6,1,4,10,0,0,1,1,99,99,99,1,2,5,1,4,4,4,4,2,4,4,4,5,1,1,1,4,5,4,5,4,5,4,5,4,2,4,4,1,2,2,4,5,2,4,2,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,1,4,0,4,0,0,0,0,0,0,0
231,1,12,2,3,1,4,1,2,9,1,0,1,1,4,99,99,5,4,2,5,2,4,4,5,4,5,5,5,5,2,5,2,4,4,5,5,5,4,4,5,4,5,4,5,4,5,5,4,5,5,5,5,2,1,1,1,1,2,2,1,2,1,1,2,5,5,4,4,2,0,0,0,0,0,0,0,0,0
232,1,6,2,1,1, ,3, ,7,0,0,1,2,3,99,99,5,5,5,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,2,4,4,5,5,4,4,1,1,1,1,1,5,4,1,2,1,1,4,4,4,5,2,1,0,2,0,0,0,0,0,0,0
233,1,5,1,1,1,6,3,4,12,0,0,0,2,3,4,95,5,5,5,2,5,5,5,5,5,5,4,5,1,2,4,1,5,5,5,4,4,5,4,4,4,4,5,2,5,5,5,1,1,4,4,4,1,1,1,1,4,2,1,1,1,1,1,4,4,5,2,1,4,0,5,0,0,0,4,0,5,0
234,2,14,4,3,1,2,1,2,6,0,0,1,1,2,3,4,5,2,4,4,4,4,4,5,4,4,1,5,5,2,5,5,2,2,4,4,4,5,4,4,4,4,4,4,2,5,5,4,4,4,5,4,4,1,1,1,1,1,1,1,1,1,1,2,5,2,1,4,2,4,1,0,0,0,2,1,2,2
235,2,6,2,4,1,2,3, ,1,0,0,1,2,3,99,99,5,5,5,2,4,4,5,5,4,5,3,4,5,5,5,5,4,3,5,4,4,2,5,5,5,4,4,5,5,3,5,2,4,5,5,4,1,1,1,1,1,2,1,1,2,1,1,4,4,4,4,1,1,0, ,0,0,0,7, , ,4
236,1,7,1,1,1,2,1,5,1,0,0,1,2,4,99,99,5,4,4,2,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5,1,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,5,0,2,0,0,0,0,0,0,0
237,1,12,4,3,1,6,1,1,6,0,0,1,1,2,99,99,5,5,4,1,2,5,2,2,2,2,1,5,5,2,5,2,4,4,4,5,5,4,4,4,4,4,4,2,5,5,4,2,4,4,5,5,1,1,1,1,1,5,2,1,1,1,1,5,5,5,5,2,2,0, ,0,0,0,0, , , 
238,1,18,1,1,0,6,3,2,9,0,0,0,95,99,99,99,1,4,4,2,2,5,5,5,5,5,4,5,5,4,4,2,2,2,2,4,4,4,2,4,1,4,4,4,2,4,2,2,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,4,2,2,3,0,0,1,4,3,1,0,0,0
239,1,1,2,1,1,2,3,3,4,0,0,0,1,2,3,99,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,1,5,5,5,4,5,5,5,5,1,5,1,1,1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,2,5,1,2,1,0,2,3,1,0,0,0,0
240,2,7,2,3,1,4,2,3,10,0,0,1,1,99,99,99,5,2,4,2,4,2,5,4,2,2,1,4,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,1,2,0,4,0,0,0,1,1,1,2
241,1,2,2,1,1,2,1,4,1,0,0,1,1,2,99,99,5,5,4,1,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,4,2,4,4,4,2,4,4,4,1,5,5,1,2,2,1,2,1,1,1,1,1,5,1,1,2,1,2,5,5,5,5,2,1,1,0,0,0,0,4,0,5,0
242,1,10,1,1,1,6,2,5,7,1,0,1,1,99,99,99,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,2,2,4,2,2,1,4,2,1,4,2,4,1,1,1,1,2,1,1,1,1,1,1,1,5,5,5,4,4,4, ,0,0,0,3, ,5,1
243,1,12,4,1,1,6,1,2,6,0,0,1,1,2,99,99,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,4,4,4,2,4,2,2,2,4,2,2,4,2,5,4,2,4,5,2,2,4,2,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,2,1,2,0,0,0,1,1, ,1
244,1,18,1,1,1,2,4,3,4,0,0,0,2,3,99,99,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,2,1,5,2,1,4,5,4,4,4,5,2,4,4,1,1,4,5,2,2,1,1,2,2,2,1,1,2,1,1,4,5,4,5,1,2,4,1,4,4,2,2,0,3,0
245,2,3,1,4,1,4,4,2,12,0,0,0,3,99,99,99,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,5,4,2,4,4,4,5,5,5,5,5,4,2,1,4,5,2,1,1,1,1,1,4,4,1,1,2,1,4,4,5,4,5,5,2,1,0,0,0, ,0,4, 
246,1,8,3,1,1,2,1,5,7,0,0,1,1,2,95,99,1,2,1,4,2,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,4,4,5,5,5,4,4,4,4,5,5,5,1,1,1,1,1,2,1,1,1,1,1,5,5,5,4,4, ,2,1,0,0,0,0,0,2,2
247,2,11,2,3,1,6,1,5,8,0,0,1,3,99,99,99,5,4,1,2,2,4,5,5,4,5,5,4,4,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,5,5,3,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,4,2,1,1,4,0,0,0,0
248,1,3,1,1,0,2,3,5,7,0,0,1,95,99,99,99,5,2,4,2,2,4,2,5,4,4,5,5,5,5,5,5,4,4,4,5,4,4,4,5,4,4,4,2,2,5,5,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,4,4,3,0,0,0,1,0,0,0
249,2,13,2,1,1,6,4,5,12,0,0,0,3,4,99,99,5,5,5,5,2,5,5,5,4,5,4,5,4,4,5,2,5,5,5,4,5,4,4,4,4,4,4,5,4,5,2,2,4,4,4,2,1,1,1,1,1,2,1,1,1,1,1,2,2,5,5,4,2,0,3,0,0,0,2,0,3,0
250,1,4,3,1,1,6,1,1,9,0,0,1,1,4,99,99,5,4,5,1,4,4,5,5,4,5,4,4,5,4,4,4,1,1,4,5,5,4,1,5,4,4,4,4,4,5,5,1,1,4,5,4,1,1,1,1,1,2,1,1,1,1,1,5,5,4,4,1,3,0,0,0,0,0,0,0,0,0
251,2,2,3,3,1,2,1,2,4,0,0,1,95,99,99,99,5,4,2,4,5,2,4,5,4,2,2,5,5,2,2,1,1,1,1,4,1,1,1,1,5,4,5,5,5,5,5,2,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,4,0,0,0,0,0,0,0,0,0
252,2,6,2,2,1,2,1,1,7,0,0,1,2,99,99,99,2,4,4,2,4,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,4,3,4,2,5,5,4,4,4,5,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,5,4,1,1,1,0,0,0,0,0,1,0,0,0
253,1,1,3,1,1,6,1,3,8,0,0,1,1,4,99,99,1,5,5,5,2,2,1,2,1,1,2,5,4,2,4,2,2,2,1,1,4,4,2,4,4,4,5,4,5,5,4,2,4,4,5,4,1,1,1,1,1,4,1,1,1,1,1,4,4,4,4,2,4,0,2,0,0,0,5,0,3,1
254,2,5,1,1,1,2,3, ,9,0,0,0,1,2,3,99,5,5,4,5,5,2,5,5,2,1,4,5,5,2,5,4,5,5,4,5,5,5,4,5,5,4,5,2,5,5,2,2,2,5,5,5,1,1,1,1,1,1,2,1,1,1,1,5,5,5,5,2,5,0, ,0,0,0,0,1,0,0
255,1,3,1,1,1,2,4,3,9,0,0,1,2,99,99,99,1,5,5,5,4,5,5,5,5,5,5,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,4,4,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,2,2,0,2,0,0,0,4,2,6, 
